Sr No,District,Name,Address,Contact #
487,Lahore,SA Chughtai Lab,"Opposite Faran Hospital Abdali Road Islampura, Sanda, Lahore",03008864230
488,Lahore,Saboor Medical & Diagnostic Center,"138-Shadman II, Jail Road, Lahore",0321-4758236
489,Lahore,"Sachal Laboratory & Research Center, Johar Town, Lahore","Wahid Hospital, 317,376, Ammar, Nishtar colony Lahore",03324752537
490,Lahore,Salman Chughtai's Lab,"154-A, HBFC, Opposite Jinnah Hospital, District Lahore",0322-8441899
491,Lahore,Saman Chughati Lab,"855-N Poonch Road, Samanabad Lahore",0311-1579589
492,Lahore,Samar Diagnostic Center,"Opp Govt Hospital Kot Khawaja Saeed, Shadbagh, Lahore",0333-4229468
493,Lahore,Services Lab,"903-C, Block, Faisal Town, Lahore",030094960764
494,Lahore,Shifa Lab,"Nadeem Shaheed Road Samanabad, Lahore",032340345200
495,Lahore,"Shifa Laboratory, Lahore",61- Nisbat Road Chowk Mayo Hospital Lahore,0300-4141392
496,Lahore,"Sial Diagnostic Centre (SDC), Faisal Town Lahore","522-A, Faisal Town Lahore",0345-6669909
497,Lahore,Signix Lab,"88-A New Muslim Town,Lahore",0301-4228376
498,Lahore,Specialist Health Lab,"71-E, Mulana Shoukat Ali Road, Johar Town, Lahore",0321-4730790
499,Lahore,Sublime Laboratory,"17-KM Main Ferozepur Road Attari Darbar, Opposite Pak Arab Housing Society, Gulberg Town, Lahore",03469998686
500,Lahore,Sundas Diagnostic Lab,"880-Shadman-1,Lahore",03324816843
501,Lahore,Superior Lahore Lab,"Shop No 154-A, Faisal Town, Opp Jinnah Hospital, Lahore",0335-8620383
502,Lahore,Taha Lab,"Al-Ghani Market Near Allied Bank Taj Pura Scheme, Butt Chowk, Lahore Cantt, Lahore",03336466551
503,Lahore,"Taj Medical Travellers Clinic, Lahore","25-Civic Centre, Behind Sunday Bazar Park, Near Mian Plaza, Johar Town, Lahore",0321-2555001
504,Lahore,"Taqwa Medical Diagnostic Center, 1-Raza Block Wahdat Road, Lahore","1-Raza Block Wahdat Road, Lahore",
505,Lahore,Tariq Diagnostic Centre,"Opposite Lahore General Hospital, Lahore",0300-4012476
506,Lahore,Tauheed Lab and Diagnostic Centre,"Boy Scout Stop, Walton Road, Lahore",0333-4223688
507,Lahore,"Test Care Lab, Faisal Town Lahore","608-A Maulana Shoukat Ali Road, Opp. Johar Event Complex, Faisal Town, Lahore",0332-8472524
508,Lahore,"Test Zone Diagnostic Centre, Faisal Town Lahore","133-A, Faisal Town, Opposite Allama Iqbal Medical College, Gate No. 2, Lahore",0308-4169123
509,Lahore,Test Zone Rapid PCR Stat Lab,"Allama Iqbal International Airport, Lahore",03234449593
510,Lahore,Testvision Medical Laboratory,"Ewan e Tijarat Road, Near Quaid e Azam College, Shadman Chowk, Lahore",0333-4291710
511,Lahore,The Doctors Lab,"Main Feroz Pur Road Near Lahore General Hospital, Ferozepur Road, Lahore",0321-4647175
512,Lahore,The Global Medi Lab,"697-Umar Block, Allama Iqbal Town, Lahore",
513,Lahore,"The Lab Test Clinical Laboratory, Saddar Bazar, Lahore","Shop No 300 Near Imam Bargah Sadar Bazar, Lahore",0333-4547407
514,Lahore,The Life Care Laboratory,"Alim Khatoon Medicare, 362-6-C-2, Green Town, Lahore",
515,Lahore,The Medical Laboratories,"36 Lawrence Road, Lahore",0321-4161730
516,Lahore,The Medical Laboratory Zeenat Lab And Diagnostic,"16-Fatima Jinnah Road Opposite Ganga Ram Emergency Hospital, Lahore",03004380980
517,Lahore,The Punjab Lab,"538-3-C-II, Azmat Chowk Green Town, Lahore",0300-8443469
518,Lahore,"UK Chughtai Lab, Samanabad Lahore","Plot No. 783, Block N, Opp. Malmo Bakers, Main Poonch Road, Samanabad, Lahore",0301-8415678
519,Lahore,Umer Air Line Lab,"192-Airline Society Near UCP University, Lahore",03246283637
520,Lahore,"Uni Tech Diagnostic Centre, Bedian Road, Lahore","Imran Raza Plaza, Nadirabad, Bedian Road, Lahore",0300-9419925
521,Lahore,Unique Lahore Lab,"1st Floor United Building Itehad Colony 6-R Multan Road, Lahore",0300-5599512
522,Lahore,US Chughtais Lab,"856-N Poonch Road Samanabad, Lahore",0300-4093093
523,Lahore,"Virtual Lab, New Garden Town, Lahore","575-A Faisal Town, 54770-Lahore, Punjab, Pakistan",
524,Lahore,Vital Molecular Diagnostic & Research Lab,"20-A, Faiz Road Near Good Luck Bakery Old Muslim Town Lahore",03366665880
525,Lahore,Vock Health Lab,"711 Shadman 1, Opposite Al Noor Diagnostic, Opposite Fatima Memorial Hospital, Lahore",
526,Lahore,VRC Molecular Diagnostic Research Lab,"244,Main Market Rewaz Garden,Lahore",
527,Lahore,Wafi Medical Clinic,"70-C Main Wahadat Road,Muslim Town,Lahore",0301-8419419
528,Lahore,"Wahab Lab, Islampura, Lahore","10 Ansari Road, Islampura, Lahore",0321-7159876
529,Lahore,Zain Lab,"Shama Road Near Hamza Hospital Rasool Park, Ichhra, Lahore",03064619159
530,Lahore,Zee Lab And Diagnostics,"Ideal Garden Main Ferozepur Road, Lahore",03334168904
531,Lahore,Zeenat Lab & Diagnostic Centre,Near Roundabout VIP Signal Zarar Shaheed Road Saddar Cannt Lahore,03356409944
532,Lahore,"Zinis Laboratory, Allama Iqbal Town, Lahore","8 Gulshan Block Allama Iqbal Town, Lahore",0333-4319705
533,Layyah,Al Falah Medical Lab,Opposite DHQ Near Kazmi Pharmacy Layyah,0333-8912888
534,Layyah,"Al Khidmat Diagnostic Centre, Link Road, Layyah","Link Road, Layyah",
535,Layyah,"Arooj Tahir Laboratory, Opposite DHQ Hospital, Layyah","Opposite DHQ Hospital, Layyah",03337206132
536,Layyah,City Clinical Lab,"Tounsa Shareef ,Dist. DG Khan",0333-7206132
537,Layyah,Nishter Clinical Laboratory,"Opp DHQ Hospital, Layyah",0333-8910854
538,Layyah,Rifah Laboratories Railway Road Karoor lal Eason layyah,"Fatehpur Road, Karoor Lal Easan, Layyah",0300-8761477
539,Lodhran,Al Khidmat Clinical Laboratory,"Opposite Old DHQ Family Hospital Near Masjid Khawaja Factory, Lodhran",0308-4247424
540,Lodhran,Al Shaafi Clinical Diagnostic Laboratory & PCR Center,"Opposite Family Hospital, (Old DHQ) Near Qasim Hotel, Bahawalpur Multan Road, Lodhran City.",0314-6400033
541,Mandi Bahauddin,Al Ghani Laboratory,"Al Ghani Hospital Opposite City Hospital,Mandi Bahaudin",0321-4429820
542,Mandi Bahauddin,Al-Fajar Lab & Diagnostic Centre,"Sikandar Plaza Opposite DHQ Hospital Murala Road, Mandi Bahauddin",03370412248
543,Mandi Bahauddin,Khawaja Diagnostics,"Mehboob Plaza Opposite Dewan Cable TV Network, Near Dewan Mushtaq Chowk, Ward # 5, Mandi Bahau Din",0333-6869496
544,Mandi Bahauddin,Makhdoom Diagnostic Centre,"Ali Imran Waseer Plaza Phalia Road Opposite Masjid Al-Farooq, Mandi Bahauddin",
545,Mandi Bahauddin,Pakistan laboratory,"Opposite Civil Hospital, Old Thana Road, Ward # 5, Mandi Bahau Din",0322-3101122
546,Mandi Bahauddin,Pakistan Laboratory,"Opposite DHQ Hospital Murala Road, Mandi Bahauddin",03332757574
547,Mandi Bahauddin,"Sultan Lab, Thana Road, Mandi Bahauddin",Al Shifa Hospital Thana Road Mandi Bahauddin,0321-7754449
548,Mianwali,Al Qaim Clinical Labs,"Gullen Khel, Iskandarabad Road, District Mianwali",0331-5131799
549,Mianwali,Care Laboratories (Stat Lab),"KMK Mall, Mianwali",03439051652
550,Mianwali,"City Lab, Gulberg Chowk, Mianwali","Gulberg Chowk, Mianwali",0333-4222388
551,Mianwali,Indus Clinical Laboratory,"Mohalla Farooqabad, Kalabagh, Mianwali",0301-6354330
552,Multan,Afzal Digital X-Ray,"Opposit New Emergency Nisther Road, Multan",0347-7319600
553,Multan,Aga Khan Stat Lab,"Karim Centre Opp National Bank Nishtar Road, Multan",
554,Multan,"Al Barkat Diagnostic Centre, Shah Rukne Alam Colony, Multan","236-A General Bus Stand S.R.A Colony, Multan",0334-6789122
555,Multan,"Al Habib Diagnostic Centre, Bosan Town, Multan","New Shalimar Colony, Near Mobilink Tower, Bosan Town, Multan",0333-5850555
556,Multan,Al Hadi Diagnostic Center,"Band Road,Samajer Plaza, Bahawalpur",
557,Multan,"Al Khidmat Diagnostic Centre, I.Sarwar Road Sher Shah Town, Multan","I.Sarwar Road Pul Moj Darya Sher Shah Town, Multan",-
558,Multan,Al-Hamd Clinical Lab,"Near Madni Chowk, Gulshan Market, New Multan, Shah Ruken-e-Alam, Multan",03006303038
559,Multan,Al-Khair Lab,"Opposite Chinab Hospital Chungi No.1, Multan",03336173092
560,Multan,Alpha Laboratory & FNA Clinic,"6 Karim Centre Near National Bank Nishtar Road, Multan",0305-4643661
561,Multan,Ansari Lab,87-Dost Plaza Nisther Road Multan,03346006678
562,Multan,Arfeen Lab and Diagnostic Center,"Shop no 20-21, Mahar Center, Nisther road Multan",0334-5387563
563,Multan,"Ayesha Medical Centre, Shahrukne Alam, Multan","469-C, Shah Rukne Alam Colony, Multan",0321-7200321
564,Multan,Bilal Clinical Laboratories,"Al Ikram Center Near Al Madina Surgical ,Nishtar Road Multan",0333-6071588
565,Multan,Biotech Lab,Dost Plaza Nisther Road Multan,03087385819
566,Multan,Biotech Molecular and Diagnostic Lab,"Shop No 30Lower Ground Khan Medical City Nishtar Road, Multan",0332-5985123
567,Multan,British Lab,Nishter Road Multan,0323-8436181
568,Multan,"Chishti Lab, Nishtar Road, Multan","Nishtar Road, Multan",0300-3204258
569,Multan,"Chughtai Lab, Nishter Road, Multan","Khan Medical City Nishtar Road, Multan",0344-4449673
570,Multan,Citi Lab & Research Centre PCR Stat Lab,"International Airport, Multan",03017854250
571,Multan,"City Care Clinical Lab, Qadirpur, Multan","Near Passport Office, And NBP Qadirpur, Multan",0334-6110757
572,Multan,City Clinical Lab,"Al Makkah Center Basement ,Chungi #14 Multan",0308-5701199
573,Multan,City Clinical Laboratory,"House No 19,Street 2 Block T , New Multan",0331-4478791
574,Multan,Dawood Clinical Lab,"Near Maqsood General Store N.H.M Road, Multan",0334-9825856
575,Multan,Doctors Lab Multan,"Shop No.4, Alam Sher Center, Near Multan MRI, Nishter Road, Multan",0301-7539213
576,Multan,Dr Akbar Niazi Teaching Hospital Lab,Multan International Airport Multan,0333-5384681
577,Multan,"Dr. Thagfan Diagnostic Center,","1/B, Y Block, New Multan, Multan",
578,Multan,"Escort Diagnostic Centre, Rashidabad Chowk, Multan","Commercial Plaza, Near Papa Gino Pizza Track, Rashidabad Chowk, Multan",0321-4520297
579,Multan,"Excel Lab, Nishter Road, Multan","Mahar Center, Nishter Road, Multan",0301-7401848
580,Multan,Excel Labs,"Multan International Airport, Multan",03017401848
581,Multan,Exova Lab,"Al-Karim Centre Nishtar Road Near NBP, Multan",
582,Multan,"Fatima Diagnostic Centre, Khanewal Road, Multan","1051-C Khanewal Road, Near Chowk Rasheedabad, Multan",
583,Multan,Fatima Jennah Lab,"Chungi No.1 Suraj Miani Road, Multan",0332-6427437
584,Multan,Fatmeen Lab,"Durani Plaza, Nishter Road Multan",0300-3204258
585,Multan,Ghauri Diagnostic Laboratories,"Nisther Road Near Bridge ,Multan",0300-9632941
586,Multan,Ghazi Lab Multan,"Opposite Dost Plaza ,Nisther Road Multan",03335049282
587,Multan,"Gulgasht Lab, Jinnah Park Gulgash Colony, Multan",487-C Fatma Jinnah Park Gulgash Colony District Multan,0300-6386717
588,Multan,Health Care Diagnostic Centre,"Hafiz Jamal Road Near Hafiz Jamal Metro Station, Mumtazabad, Multan",03156789560
589,Multan,"Health Care Laboratory, Bosan Road, Multan","268-B, Gulgasht Colony, Bosan Road, Multan",0321-7352414
590,Multan,"Horizon Medical Laboratory, Khanewal Road, Multan","Plot No 335, Khanewal Road, Multan",0300-8633818
591,Multan,Hormone Lab,"Alam Sher Plaza Shop No.08, Nishter Road, Multan",
592,Multan,"Islamabad Diagnostic Centre (pvt)Ltd, Multan","94 Al-kamal Plaza, Opposite Dost Plaza, Near Nishter Hospital, Nishtar Road, Multan",0300-5137123
593,Multan,Kazi Lab,"Dost Plaza, Nishtar Road, Multan",0321-6310089
594,Multan,Khan Clinical Lab,"Treen Hospital, Qasba Manal, Multan",0302-8630119
595,Multan,Khan Lab's,"Kareem Centre, Nishtar Road, Multan",
596,Multan,Lab Point,"Shop No 5, Dost Plaza, Nishtar Road, Multan",0300-7339059
597,Multan,"Latif Diagnostic Center, Sher Shah Town, Multan","Grass Mandi, Phatak Multan",0333-7388171
598,Multan,Macca Diagnostic,"Suit No.1,Mehar Center, Nishtar Road,Multan",0304-4589000
599,Multan,Madina Lab,"Shop No.1,2 AAlam Sher Centre, Nishter Road, Multan",
600,Multan,Madni Care Lab,"Shop No.25, Metro Plaza, Sadar Cantt Multan",
601,Multan,Madni Welfare Lab,"Durani Plaza ,Nishter road ,Multan",0306-2342820
602,Multan,"Multan City Lab, Nishter Road, Multan","Opposite Emergency Nishter Road, Multan",0334-6789122
603,Multan,Multan City Laboratory,"Al Raheem Colony Kalma Chowk,Bosan Town, Multan",0333-6101344
604,Multan,"Multan Diagnostic Clinic, Ahmad Park, Multan","4 Ahmad Park Khanewal Road, Near Hamza CNG, Mutan",
605,Multan,Multan Labs & Hematology Clinic,Suraj Miani Road Chungi No 1 Multan,0302-6304488
606,Multan,Multan PCR Lab,"Adjacent Jinnah Hospital, Nishter Road Multan",0300-7335618
607,Multan,Multi Test Lab,"Jail Road Near Girls Hostel Nishtar Medical College, Multan",0300-9638536
608,Multan,"Mushtaq Clinical Lab, Multan","Opp Excise & Taxation Office MDA Chowk, Multan",0300-6321007
609,Multan,Muslim Clinical Lab,"Main Bahawalpur Road, Fazal Model Multan Mumtazabad, District Multan",0332-6028500
610,Multan,National PCR Lab,"Shop No.8,9 Durani Plaza, Nisthar Road, Multan",0333-6118239
611,Multan,Nishat Labs,"Chowk Chungi No.01, Multan",03336173092
612,Multan,"Overseas Diagnostic Center, Bulding No.768-7-A Khanewal Road, Multan","Building No.786-A Khanewal Road Mahmoodabad, Multan",0321-4295856
613,Multan,"Paragon Mecial Centre, Bodha Town Road, Multan","House No 24, Block Z, Bodha Town Road, Near Chowk Kumharan, Multan",
614,Multan,Poly Lab,"7-8 Al Karim Center Nishtar Road, Multan",
615,Multan,Punjab Stat Laboratory,"Office 9/10, Second Floor, Dost Plaza, Nisther Road Multan",03006155536
616,Multan,Qasim Laboratory,"Al-Ikram Plaza, Nishter Road Multan",0300-6362852
617,Multan,Rana Lab,1204-B Mumtazabad Colony Near BCG Chowk Multan,0308-5701199
618,Multan,"Rana Lab, Bahawalpur By Pass, Multan","Ali Commercial Plaza Shop No. 69, Bahawalpur Bypass, Multan",0333-6873800
619,Multan,Raza Lab,"Mehroz Plaza Opposite Nishtar Bijli Ghar, Nishtar Road, Multan",0300-6325230
620,Multan,"Real PCR Lab, Multan","Shop no 83, Dost Medical Complex Nisshtar Road Multan",
621,Multan,"Riyadh Diagnostic Center, Madni Chowk, Multan","Plot No 19, Gulshan Market, Near Madni Chowk, Multan",0300-6340615
622,Multan,"Seven Star Diagnostic Center, Shah Rukne Alam, Multan","236A, Shah Rukne Alam Colony, Multan",0321-4295856
623,Multan,Shahab Laboratory,Kareem Plaza Nishtar Road Multan,
624,Multan,"Shahab Laboratory, Khanewal Road Multan",Rasheed Abad Chowk Khanewal Road Multan,0333-6071588
625,Multan,Shaukat Khanum Memorial Cancer Hospital & Research Centre Diagnostic Laboratory,"Shop No.37/38, Ground Floor Alam Sher Centre Nishtar Road, Multan",03047184000
626,Multan,South Punjab Lab,"Chungi No. 01 Suraj Miani Road, Multan",0304-1118899
627,Multan,"Taqwa Lab, Nishtar Road, Multan","Opposite Dost Plaza, Nishtar Road, Multan",0304-4163765
628,Multan,Test Zone Rapid PCR Stat Lab,"International Airport, Multan",03028386632
629,Multan,Test Zone Stat Lab,"Dr Robina Plaza Opposite Hospital Emergency Nishtar Hospital Road, Multan",03028386632
630,Multan,UNITED MEDICAL LAB,Cb-63-B United medical lab gol bagh near gulgast colony Multan,03337164456
631,Multan,Well Being Diagnostic Center,"Ground Floor Noor Center, Near Deewoo Terminal, Khanewal Road, Multan",03336190988
632,Multan,"Zartaj Lab, Zainab Arcade, Nishtar Road, Multan","Zartaj Lab, Zainab Arcade, Nishtar Road, Multan",0336-6121201
633,Muzaffargarh,Al Khidmat Laboratory,"Zain Plaza Shop No 9, Kot Addu, Muzaffargarh",03008488154
634,Muzaffargarh,Allied Consultant Lab,"Ali Pur Road, Opp DHQ Hospital Muzaffarghar",0301-6958026
635,Muzaffargarh,"Hashmi Lab, Ali Pur Road Muzaffargarh",Ali Pur Road Opp DHQ Hospital Muzaffargarh,0308-7385819
636,Muzaffargarh,Khan Lab,"Opposite Dhq Hospital emergency gate,alipur road Muzaffargarh",03055494358
637,Muzaffargarh,Laraib Clinical Lab,"Opposite DHQ Hospital, Muzaffargarh",0300-7486744
638,Muzaffargarh,Life Lab,Near Emergency gate DHQ Muzaffargarh,0333-1662616
639,Muzaffargarh,"Moon Lab & Digital X-Ray, Chowk Sarwar Shaheed, Muzaffargarh","Rang Pur Road, Chowk Sarwar Shaheed, Muzaffargarh",0302-4543849
640,Muzaffargarh,Moosa Lab and Diagnostic Centre,"Opposite to Emergency Gate, DHQ, Ali Pur Road, District Muzaffar Garh",0332-6551278
641,Muzaffargarh,"Multan Clinical Lab, Ali Pur, Muzaffargarh","Mehboob Plaza Baldia Road, Near Bus Stand, Ali Pur, Muzaffargarh",0300-6829963
642,Muzaffargarh,Multan PCR Lab MuzafarGarh,Opposite DHQ Hospital MuzafarGarh,0300-7335618
643,Muzaffargarh,Nishtar Clinical Lab.,Opp addy wali Masjid. near qinwan chouk muzaffargarh.,03016958026
644,Muzaffargarh,Umer Clinical lab.,Abbas Plaza,
645,Nankana Sahib,"A1 Laboratory, Guru Bazar, Nankana Sahib","Guru Bazar, Nankana Sahib",0334-5602003
646,Nankana Sahib,Ali Lab,"Lahore Jaranwala Road Opp Imam Bar Gah, Morr Khunda, Nanana Shaib",0321-7849893
647,Nankana Sahib,Ali Lab,"Umar Hospital Housing Colony, Nankana Sahib",03317679271
648,Nankana Sahib,Anmol Clinical Laboratory,"Lahore Road Morr Khunda, Nankana Sahib",03219696776
649,Nankana Sahib,Fayyaz Clinical Lab,"Guru Bazar, Nankana Sahib",0334-0402884
650,Nankana Sahib,"Gulzar Clinical Lab & Diagnostic Centre, Shahkot, Nankana","Milad Chowk, Shahkot, Nankana",0345-7841998
651,Nankana Sahib,"Nizami Laboratory, Nankana Sahib",Shah Kot Nankana Sahib,0322-6412864
652,Narowal,"Al Azeem lab & X Ray Centre, Darman Road Shakarghar Narowal",Darman Road Shakargarh Narowal,0300-7771700
653,Narowal,Al-Mudassar Lab,"Near Thana Morr, Railway Road Shakar Garh, Narowal",03004609295
654,Narowal,Anmol Medical Laboratory,"Opposite DHQ Hospital Circular Road, Narowal",
655,Narowal,"Bismillah Clinical Laboratory, Opposite DHQ Hospital, Narowal","Opposite DHQ Hospital, Narowal",03312039403
656,Narowal,National Diagnostic Center,"Near DHQ Hospital, Circular Road, Narowal",0331-7770170
657,Okara,Aisha Diagnostic Lab,"Main Kasur Road,Near Bus Stand,depalpur,Okara",03333952417
658,Okara,Al Noor Diagnostic Laboratory,"Main G T Road Opp Welcome Road,Renala Khurd, Okara",
659,Okara,Bio Path Clinical Lab,"Near Company Park, Shahzak Shaheed Road, Okara",0333-6975522
660,Okara,Bio Tec Lab,"Stadium Road Near Church Christian Colony, Okara",03332160925
661,Okara,"Ibn-e-Sina Lab, Okara","Near DHQ Hospital, Okara",0303-3195801
662,Okara,Jinnah Clinical Lab,"Tehasil Road Near Waris Colony, Okara",0321-4709321
663,Okara,Medi Test Lab,"Near Bus Stand Kasur Road, Depalpur, Okara",0300-6962375
664,Okara,Medi Test Lab And Digital X-Ray Centre,"Near MCB, Ghalla Mandi, Renala Khurd, Okara",03041944134
665,Okara,Medi Test Laboratory & X-Ray Center,Near D.H.Q Hospital District Okara,0300-3866488
666,Okara,Mid City Laboratory,"Near Tehseel Complex, C Block Road, Okara",0300-7538929
667,Okara,Multi Test Lab,"Near Ratta Khana Chowk Kasur Road Depalpur, Okara",0322-6918292
668,Okara,Okara city lab,Shop no 10 thandi sarak amir colony okara,03008744902
669,Okara,Punjab Test Laboratory,"Opposite DHQ Hospital, Okara",03008744902
670,Okara,Qari Lab,"18-Nawab Colony Girls College Road, Okara",03000333351
671,Okara,Raheem Medical Lab,"Adda Gamber G.T Road, Cantt, Okara",03332160925
672,Okara,"Tahir Diagnostic Centre, Okara","Tahir Diagnostic Centre, Muslim Colony Near DHQ Hospital Okara",0300-6951525
673,Pakpattan,Al Shifa Lab,"Hospital Road, Pakpattan",0300-4020490
674,Pakpattan,Medi Care Test Lab,"Opposite DHQ Hospital, Pakpattan",
675,Pakpattan,Ramzan Lab,"College Road, Pakpattan",0300-6943614
676,Rahim Yar Khan,Ahmed Lab,"Hospital Road, Rahim Yar Khan",0300-9671188
677,Rahim Yar Khan,Al-Noor Clinical Lab,"Model Town-B, Khan Pur, Rahim Yar Khan",03360300702
678,Rahim Yar Khan,Ayesha Clinical Lab,Opposite Shaikh Zaid Hospital Rahim Yar Khan,0300-6706399
679,Rahim Yar Khan,Azra Clinical Lab,Hospital Road Rahim Yar Khan,0300-9675175
680,Rahim Yar Khan,Islamabad Diagnostic Centre,"Plot No.4, Sheikh Zayed Hospital Road, Rahim Yar Khan.",03347320599
681,Rahim Yar Khan,Khan Labs & Diagnostic Centre,"Hospital Road Near Lords Pharmacy, Rahim Yar Khan",03206025373
682,Rahim Yar Khan,Nayab Labs,"Hospital Road, Sadiqabad, Rahim Yar Khan",
683,Rahim Yar Khan,Patho Care Laboratory,"Hospital Road, Opposite Habib Bank, Rahim Yar Khan",0333-3303300
684,Rahim Yar Khan,"Punjab Diagnostic CT Scan Centre, Rahim Yar Khan","9-A,Jail Road, SatelliteTown, Rahim Yar Khan",0321-6701417
685,Rahim Yar Khan,Shaukat Khanum Memorial Cancer Hospital Diagnostic Laboratory,"8-Businessman Colony Club RoadNear Al khidmat Medical Complex,Model Town,Rahim Yar Khan",0333-7124833
686,Rahim Yar Khan,"Talha Labs, Sadiqabad, Rahim Yar Khan","Hospital Road, Sadiqabad, Rahim Yar Khan",0300-6700196
687,Rahim Yar Khan,"The Advance Anmol Clinical Laboratories & Research Center, Hospital Road, Sadiqabad, Rahim Yar Khan","Near Telephone Exchange, Hospital Road, Sadiqabad, Rahim Yar Khan",0300-4408954
688,Rahim Yar Khan,Umar Clinical Laboratory,"Opp Habib bank Shop No 2, SH. Zayed Hospital Road Rahim yar Khan",0300-9679671
689,Rahim Yar Khan,Usama Clinical Laboratory,"Hospital Road, Rahim Yar Khan",0300-6722455
690,Rajanpur,Huzaifa Clinical Lab,"Khan Plaza Near DHQ Hospital, Rajanpur",0333-6446410
691,Rajanpur,"Jan Clinical Laboratory, Jampur, Rajanpur","Jan Clinical Laboratory, Jampur, Rajanpur",0333-6456975
692,Rajanpur,Saffi Clinical Lab,"Hospital Chowk Near DHQ Hospital, Rajanpur",03334300355
693,Rawalpindi,Abbas Medical Lab,Khalid Plaza Lower Ground 204-A Gulzar E Qaid Rawalpindi,03005080797
694,Rawalpindi,"Abrar Diagnostic Centre, Peshawar Road Rawalpindi","312-E, Chairing Cross Peshawar Road Rawalpindi",0331-5261588
695,Rawalpindi,Abrar Medical Diagnostics,"Shop No.1, Liberty Plaza Opposite Benazir Bhutto Hospital, Murree Road, Rawalpindi",03338421498
696,Rawalpindi,"Accurate Lab, Holy Family Hospital Satellite Town, Rawalpindi","Opposite Gate # 1-2 Hospital Road Holy Family Hospital Satellite Town, Rawalpindi",0333-5707582
697,Rawalpindi,ACME Lab,"Lane No. 5, Sarwar Clinics, Below Amer Eye Hospital, Peshawar Road, Rawalpindi",0300-5190704
698,Rawalpindi,Adil Clinical Lab,"Kahutah, Rawalpindi",
699,Rawalpindi,Adil Diagnostics,"B-1315, Saidpur Road, Rawalpindi",0322-5100300
700,Rawalpindi,Advance Diagnostic Centre (Pvt) Ltd,"Ground Floor Property No NW-713, Mair Saidpur Road, Rawalpindi",03224646804
701,Rawalpindi,Advance Diagnostic Lab,E67/3 Shop 04 Holy Family Gate 1 Satellite Town Rawalpindi,
702,Rawalpindi,"Advance Diagnostic Lab, Gulraiz, Rawalpindi",Hassan Plaza 1st Floor Opp Margala Denta College Gulraiz Rawalpindi,
703,Rawalpindi,Ahmad Lab Texila,"Akbar Plaza, Opp Taxila Museum khanpur Road Taxila Rawalpindi",0323-8553070
704,Rawalpindi,Al Azaan Lab,Near Agha Khan Lab Opposite Rasheed Nursing Home Said Pur Road Rawalpindi,03313727247
705,Rawalpindi,Al Habib Clinical Laboratory,"Nimble Plaza Chirah Road Sadiqbad, Muslim Town, Rawalpindi",
706,Rawalpindi,Al Janat Medical Lab & Diagnostic Centre,"Office # 2nd Floor, Royal Plaza Near 6th Road Rawalpindi",0322-5021931
707,Rawalpindi,"Al Mustaqbil Lab, Asghar Mall Scheme, Rawalpindi","House No 67, Asghar Mall Scheme, Rawalpindi",0300-9503081
708,Rawalpindi,Al Rauf Welfare Laboratory,Basment Anas Plaza GT Road Munirabad Taxila Wah Cantt Rawalpindi,03334219210
709,Rawalpindi,Al Razi Laboratory,36 Al Amin Plaza Cantt Board Office Sadar Rawalpindi,03335186442
710,Rawalpindi,"Al Rehman Diagnostic Center, C-Block Satellite Town, Rawalpindi",81-C/A C-Block Satellite Town District Rawalpindi,
711,Rawalpindi,Al Rehman Medical Laboratory,"F-881 Block - F Opposite Holy Family Hospital, Satellite Town Rawalpindi",0300-8844139
712,Rawalpindi,Alam Lab,Alam Laborites Silver Star Plaza Rehmat Abad Chaklala Rawalpindi,
713,Rawalpindi,"Alfa Lab & Diagnostic Center, Kashmir Gate Plaza, Rawalpindi",Shop No 4 Kashmir Gate Plaza Opp Benazir Bhutto Hospital Murree Road Rawalpindi,0333-5164842
714,Rawalpindi,Ali Clinical Lab,Near Christian Hospital Faisal Shaheed Road Taxila Rawalpindi,03334343202alidiagno
